Agency,State,State_id
Commerce City Police Department,Colorado,6
Dacono Police Department,Colorado,6
Delta Police Department,Colorado,6
Denver Police Department,Colorado,6
Durango Police Department,Colorado,6
Edgewater Police Department,Colorado,6
Englewood Police Department,Colorado,6
Erie Police Department,Colorado,6
Evans Police Department,Colorado,6
Federal Heights Police Department,Colorado,6
Firestone Police Department,Colorado,6
Fort Collins Police Services,Colorado,6
Fort Morgan Police Department,Colorado,6
Fountain Police Department,Colorado,6
Fruita Police Department,Colorado,6
Glenwood Springs Police Department,Colorado,6
Glendale Police Department,Colorado,6
Golden Police Department,Colorado,6
Greeley Police Department,Colorado,6
Green Mountain Falls Marshal's Office,Colorado,6
Greenwood Village Police Department,Colorado,6
Gunnison Police Department,Colorado,6
Rocky Ford Police Department,Colorado,6
La Junta Police Department,Colorado,6
Lakeside Police Department [9],Colorado,6
Lakewood Police Department,Colorado,6
Lamar Police Department,Colorado,6
Littleton Police Department,Colorado,6
Lone Tree Police Department,Colorado,6
Longmont Police Department,Colorado,6
Louisville Police Department,Colorado,6
Loveland Police Department,Colorado,6
Mancos Marshal's Office,Colorado,6
Northglenn Police Department,Colorado,6
New Castle Police Department,Colorado,6
Olathe Police Department,Colorado,6
Parker Police Department,Colorado,6
Pueblo Police Department,Colorado,6
Ridgway Marshal's Office,Colorado,6
Rifle Police Department,Colorado,6
Rocky Ford Police Department [10],Colorado,6
Salida Police Department,Colorado,6
Sheridan Police Department,Colorado,6
Silt Police Department,Colorado,6
Silverthorne Police Department,Colorado,6
Steamboat Springs Police Department,Colorado,6
Thornton Police Department,Colorado,6
Walsenburg Police Department [11],Colorado,6
Wheat Ridge Police Department,Colorado,6
Westminster Police Department,Colorado,6
Windsor Police Department,Colorado,6
Wray Police Department,Colorado,6
Yuma Police Department,Colorado,6
Connecticut Capitol Police [2],Connecticut,7
Connecticut Department of Correction [3],Connecticut,7
Connecticut State Environmental Conservation Police [4],Connecticut,7
Connecticut Department of Mental Health and Addiction Services Police[citation needed],Connecticut,7
Connecticut Department of Public Works Police[citation needed],Connecticut,7
Connecticut Judicial Marshal [5],Connecticut,7
Connecticut State Marshal,Connecticut,7
Fairfield County Sheriff's Department,Connecticut,7
Hartford County Sheriff's Department,Connecticut,7
Litchfield County Sheriff's Department,Connecticut,7
Middlesex County Sheriff's Department,Connecticut,7
New Haven County Sheriff's Department,Connecticut,7
New London County Sheriff's Department,Connecticut,7
Tolland County Sheriff's Department,Connecticut,7
Windham County Sheriff's Department,Connecticut,7
Connecticut State Police,Connecticut,7
Connecticut Airport Police,Connecticut,7
Connecticut Water Authority Police,Connecticut,7
Ansonia Police Department,Connecticut,7
Avon Police Department,Connecticut,7
Berlin Police Department,Connecticut,7
Bethel Police Department,Connecticut,7
Bloomfield Police Department,Connecticut,7
Branford Police Department,Connecticut,7
Bridgeport Police Department,Connecticut,7
Bridgeport Park Police Department,Connecticut,7
Bristol Police Department,Connecticut,7
Brookfield Police Department,Connecticut,7
Canton Police Department,Connecticut,7
Cheshire Police Department,Connecticut,7
Clinton Police Department,Connecticut,7
Coventry Police Department,Connecticut,7
Cromwell Police Department,Connecticut,7
Danbury Police Department,Connecticut,7
Darien Police Department,Connecticut,7
Derby Police Department,Connecticut,7
East Hampton Police Department,Connecticut,7
East Hartford Police Department,Connecticut,7
East Haven Police Department,Connecticut,7
East Lyme Police Department,Connecticut,7
East Windsor Police Department,Connecticut,7
Easton Police Department,Connecticut,7
Enfield Police Department,Connecticut,7
Fairfield Police Department,Connecticut,7
Farmington Police Department,Connecticut,7
Glastonbury Police Department,Connecticut,7
Granby Police Department,Connecticut,7
Greenwich Police Department,Connecticut,7
Groton City Police Department,Connecticut,7
Groton Town Police Department,Connecticut,7
Groton Long Point Police Department,Connecticut,7
Guilford Police Department,Connecticut,7
Hamden Police Department,Connecticut,7
Hartford Police Department,Connecticut,7
Madison Department of Police Services,Connecticut,7
Manchester Police Department,Connecticut,7
Mansfield Police Department,Connecticut,7
Meriden Police Department,Connecticut,7
Middlebury Police Department,Connecticut,7
Middletown Police Department,Connecticut,7
Milford Police Department,Connecticut,7
Monroe Police Department,Connecticut,7
Montville Police Department,Connecticut,7
Naugatuck Police Department,Connecticut,7
New Britain Police Department,Connecticut,7
New Canaan Police Department,Connecticut,7
New Haven Police Department,Connecticut,7
New London Police Department,Connecticut,7
New Milford Police Department,Connecticut,7
Newington Police Department,Connecticut,7
Newtown Police Department,Connecticut,7
North Branford Police Department,Connecticut,7
North Haven Police Department,Connecticut,7
Norwalk Police Department,Connecticut,7
Norwich Police Department,Connecticut,7
Old Saybrook Police Department,Connecticut,7
Orange Police Department,Connecticut,7
Plainfield Police Department,Connecticut,7
Plainville Police Department,Connecticut,7
Putnam Police Department,Connecticut,7
Ridgefield Police Department,Connecticut,7
Rocky Hill Police Department,Connecticut,7
Seymour Police Department,Connecticut,7
Shelton Police Department,Connecticut,7
Simsbury Police Department,Connecticut,7
South Windsor Police Department,Connecticut,7
Southbury Police Department,Connecticut,7
Southington Police Department,Connecticut,7
Stamford Police Department,Connecticut,7
Stonington Police Department,Connecticut,7
Stratford Police Department,Connecticut,7
Suffield Police Department,Connecticut,7
Thomaston Police Department,Connecticut,7
Torrington Police Department,Connecticut,7
Trumbull Police Department [6],Connecticut,7
Vernon Police Department,Connecticut,7
Wallingford Police Department,Connecticut,7
Waterbury Police Department,Connecticut,7
Waterford Police Department,Connecticut,7
Watertown Police Department,Connecticut,7
West Hartford Police Department,Connecticut,7
West Haven Police Department,Connecticut,7
Weston Police Department,Connecticut,7
Westport Police Department,Connecticut,7
Wethersfield Police Department,Connecticut,7
Willimantic Police Department,Connecticut,7
Wilton Police Department,Connecticut,7
Winchester Police Department,Connecticut,7
Windsor Police Department,Connecticut,7
Windsor Locks Police Department,Connecticut,7
Wolcott Police Department,Connecticut,7
Woodbridge Police Department,Connecticut,7
Delaware Division of Alcohol and Tobacco Enforcement,Delaware,8
Delaware Capitol Police,Delaware,8
Delaware Department of Correction,Delaware,8
Delaware State Probation and Parole,Delaware,8
Delaware Department of Justice,Delaware,8
State Detectives,Delaware,8
Special Investigators,Delaware,8
Delaware Department of Natural Resources and Environmental Control,Delaware,8
Air and Waste Protection Officers,Delaware,8
Fish and Wildlife Enforcement Agents,Delaware,8
State Park Rangers,Delaware,8
Delaware State Police,Delaware,8
Bethany Beach Police Department,Delaware,8
Blades Police Department,Delaware,8
Bridgeville Police Department,Delaware,8
Camden Police Department,Delaware,8
Cheswold Police Department,Delaware,8
Clayton Police Department,Delaware,8
Dagsboro Police Department,Delaware,8
Delaware City Police Department,Delaware,8
Delmar Police Department,Delaware,8
Dewey Beach Police Department,Delaware,8
Dover Police Department,Delaware,8
Ellendale Police Department,Delaware,8
Elsmere Police Department,Delaware,8
Felton Police Department,Delaware,8
Fenwick Island Police Department,Delaware,8
Georgetown Police Department,Delaware,8
Greenwood Police Department,Delaware,8
Harrington Police Department,Delaware,8
Laurel Police Department,Delaware,8
Lewes Police Department,Delaware,8
Middletown Police Department,Delaware,8
Milford Police Department,Delaware,8
Millsboro Police Department,Delaware,8
Milton Police Department,Delaware,8
New Castle City Police Department,Delaware,8
Newark Police Department,Delaware,8
Newport Police Department,Delaware,8
Ocean View Police Department,Delaware,8
Rehoboth Beach Police Department,Delaware,8
Seaford Police Department,Delaware,8
Selbyville Police Department,Delaware,8
Smyrna Police Department,Delaware,8
South Bethany Police Department,Delaware,8
Wilmington Police Department,Delaware,8
Wyoming Police Department,Delaware,8
"District of Columbia Metropolitan Police Department (local police. Covers all of DC. 3,100 officers)",District of Columbia,9
United States Marshals (Judicial Federal Sheriff. Acting Sheriff in local court matters. Several hundred officers) (United States Department of Justice),District of Columbia,9
District of Columbia Department of Corrections,District of Columbia,9
District of Columbia Public Library Guard Force,District of Columbia,9
District of Columbia Housing Authority Office of Public Safety,District of Columbia,9
"Metro Transit Police Department (Jurisdiction in Metro rail and near Metro Bus stops, 526 officers)",District of Columbia,9
Washington National Cathedral Police (Washington National Cathedral),District of Columbia,9
District of Columbia Protective Services Police Department,District of Columbia,9
Florida Department of Agriculture and Consumer Services,Florida,10
Florida Office of Agricultural Law Enforcement,Florida,10
Florida Department of Business and Professional Regulation,Florida,10
Florida Division of Alcoholic Beverages and Tobacco,Florida,10
Florida Department of Financial Services,Florida,10
Florida Division of Insurance Fraud,Florida,10
Florida Department of Corrections[2],Florida,10
Florida Fish and Wildlife Conservation Commission,Florida,10
Division of Law Enforcement,Florida,10
Florida Department of Highway Safety and Motor Vehicles,Florida,10
Florida Highway Patrol,Florida,10
Florida Department of Law Enforcement,Florida,10
Florida Capitol Police,Florida,10
Office of Forensic Services,Florida,10
Florida Lottery,Florida,10
Lottery Security (Law Enforcement),Florida,10
Florida Department of Transportation FDOT,Florida,10
